sku_code,sku_name,station,platform,abcd,profile_segment,blend_daily,system_daily,blend_monthly,system_monthly,actual_monthly,actual_daily,error_daily,ape,kpi_comparable,version_no
DJ505237_2,US HS 储物柜-DSXC-01抽面铣型带插板 DFS 九斗 2x3+3一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.4874,0.2339,15.11,7.25,50,1.6129,-1.3790,0.8550,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505238_1,US HS 储物柜-DSXC-02抽面铣型带插 DFS 十斗 3x2+4一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.6000,0.2880,18.60,8.93,131,4.2258,-3.9378,0.9318,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505238_2,US HS 储物柜-DSXC-02抽面铣型带插 DFS 十斗 3x2+4一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.3852,0.2071,11.94,6.42,66,2.1290,-1.9219,0.9027,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505240_1,US 床YW-43T上床下电竞桌3抽储物柜含灯带99*190 一件两箱黑色铁+黑麻板,ALL,AMAZON,A,T2,14.7134,10.6629,456.12,330.55,462,14.9032,-4.2403,0.2845,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505240_1,US 床YW-43T上床下电竞桌3抽储物柜含灯带99*190 一件两箱黑色铁+黑麻板,ALL,UNKNOWN,A,T4B,3.2088,1.3092,99.47,40.59,101,3.2581,-1.9489,0.5982,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505240_2,US 床YW-43T上床下电竞桌3抽储物柜含灯带99*190 一件两箱白色铁+白板,ALL,AMAZON,A,T3,4.6927,4.7497,145.47,147.24,137,4.4194,0.3303,0.0747,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505240_2,US 床YW-43T上床下电竞桌3抽储物柜含灯带99*190 一件两箱白色铁+白板,ALL,UNKNOWN,A,T4B,2.4258,0.9897,75.20,30.68,85,2.7419,-1.7522,0.6391,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505241_1,"US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱,黑铁+黑板+深灰布",ALL,AMAZON,C,T4B,0.7280,0.2970,22.57,9.21,30,0.9677,-0.6707,0.6931,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505241_1,"US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱,黑铁+黑板+深灰布",ALL,UNKNOWN,C,T4B,0.5357,0.2880,16.61,8.93,18,0.5806,-0.2926,0.5040,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505241_2,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱白铁+白板+白布,ALL,AMAZON,C,T4B,0.9049,0.4344,28.05,13.47,32,1.0323,-0.5979,0.5792,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505241_2,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱白铁+白板+白布,ALL,UNKNOWN,C,T4B,1.0049,0.5403,31.15,16.75,34,1.0968,-0.5565,0.5074,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505241_3,US 床BJS-101T落地三床屋顶床 99*190+99*230一件两箱粉铁+粉板+粉布,ALL,AMAZON,C,T4B,0.6780,0.3450,21.02,10.70,33,1.0645,-0.7195,0.6759,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_2,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱白铁+白麻板,ALL,AMAZON,B,T3,3.7460,3.9333,116.13,121.93,59,1.9032,2.0301,1.0666,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_2,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱白铁+白麻板,ALL,TIKTOK,B,T4B,0.1973,0.1060,6.12,3.29,12,0.3871,-0.2811,0.7262,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_2,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱白铁+白麻板,ALL,UNKNOWN,B,T4B,1.1434,0.5818,35.45,18.04,48,1.5484,-0.9666,0.6243,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_4,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱粉铁+粉色麻板,ALL,AMAZON,B,T4A,2.3558,1.0931,73.03,33.89,53,1.7097,-0.6166,0.3606,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_4,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱粉铁+粉色麻板,ALL,TIKTOK,B,T4B,0.2429,0.1166,7.53,3.61,12,0.3871,-0.2705,0.6988,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505242_4,US 床GJ-014T屋顶低阁楼床8布抽+空格含灯带一件一箱粉铁+粉色麻板,ALL,UNKNOWN,B,T4B,0.6264,0.3367,19.42,10.44,30,0.9677,-0.6310,0.6521,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505243_2,US 床GJ-011T屋顶低阁楼床3布抽+2铁篮含灯带一件一箱白铁+白色山纹,ALL,AMAZON,C,T4B,0.7681,0.3908,23.81,12.11,18,0.5806,-0.1898,0.3270,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505243_2,US 床GJ-011T屋顶低阁楼床3布抽+2铁篮含灯带一件一箱白铁+白色山纹,ALL,UNKNOWN,C,T4B,0.6462,0.3474,20.03,10.77,21,0.6774,-0.3300,0.4872,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505244_1,"US UA DK-SR01 现代板式双人电脑桌 一件两箱 颜色->白色,白色+黑色",ALL,UNKNOWN,C,T4B,0.9813,0.5276,30.42,16.36,37,1.1935,-0.6659,0.5580,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505244_2,US UA DK-SR01 现代板式双人电脑桌 一件两箱 颜色->黑色,ALL,AMAZON,C,T4B,0.9077,0.4880,28.14,15.13,46,1.4839,-0.9959,0.6711,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505244_2,US UA DK-SR01 现代板式双人电脑桌 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.6632,0.3565,20.56,11.05,32,1.0323,-0.6758,0.6546,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505245_1,"US UA DK-XZ01 板式原木L型行政桌 一件两箱 颜色->#1,年轮橡木",ALL,AMAZON,C,T4B,0.9016,0.4328,27.95,13.42,33,1.0645,-0.6317,0.5934,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505245_2,"US UA DK-XZ01 板式原木L型行政桌 一件两箱 颜色->#2,胡桃色",ALL,AMAZON,C,T4B,0.3500,0.1680,10.85,5.21,25,0.8065,-0.6385,0.7917,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505245_2,"US UA DK-XZ01 板式原木L型行政桌 一件两箱 颜色->#2,胡桃色",ALL,UNKNOWN,C,T4B,0.3214,0.1543,9.96,4.78,51,1.6452,-1.4909,0.9062,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_3,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#3,风轻云扬灰（原4071新洞洞板）",ALL,AMAZON,C,T3,3.6199,3.4420,112.22,106.70,84,2.7097,0.7323,0.2703,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_3,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#3,风轻云扬灰（原4071新洞洞板）",ALL,UNKNOWN,C,T4B,0.9626,0.4898,29.84,15.18,77,2.4839,-1.9941,0.8028,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_4,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#4,大理石（原4071 新洞洞板）",ALL,AMAZON,C,T3,4.0442,4.0819,125.37,126.54,70,2.2581,1.8238,0.8077,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_4,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#4,大理石（原4071 新洞洞板）",ALL,UNKNOWN,C,T4B,0.9126,0.4643,28.29,14.39,47,1.5161,-1.0518,0.6938,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_4,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#4,大理石（原4071 新洞洞板）",ALL,WALMART,C,T4B,0.1742,0.0886,5.40,2.75,9,0.2903,-0.2017,0.6948,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_5,US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#5，复古色（原3789 旧洞洞板）,ALL,UNKNOWN,C,T4B,0.2396,0.1288,7.43,3.99,8,0.2581,-0.1293,0.5009,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_6,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#6,金边胡桃（原4071 新洞洞板）",ALL,AMAZON,C,T4A,2.7240,1.2639,84.44,39.18,57,1.8387,-0.5748,0.3126,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505246_6,"US UA DK-XZ04 双拼色行政电脑桌一件两箱 颜色->#6,金边胡桃（原4071 新洞洞板）",ALL,UNKNOWN,C,T4B,0.6918,0.3520,21.45,10.91,30,0.9677,-0.6157,0.6363,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_1,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#1,复古色",ALL,AMAZON,C,T4A,2.1348,0.9906,66.18,30.71,74,2.3871,-1.3965,0.5850,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_1,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#1,复古色",ALL,UNKNOWN,C,T4B,0.4159,0.1996,12.89,6.19,17,0.5484,-0.3488,0.6360,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_2,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#2,胡桃色",ALL,AMAZON,C,T4B,3.0698,1.2525,95.16,38.83,100,3.2258,-1.9733,0.6117,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_2,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#2,胡桃色",ALL,UNKNOWN,C,T4B,1.9099,1.0268,59.21,31.83,71,2.2903,-1.2635,0.5517,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_3,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#3,大理石色",ALL,AMAZON,C,T4A,3.0530,1.2041,94.64,37.33,64,2.0645,-0.8604,0.4168,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_4,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#4,风轻云扬灰",ALL,AMAZON,C,T4B,1.6374,0.7859,50.76,24.36,61,1.9677,-1.1818,0.6006,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505248_4,"US UA DK-XZ06 超大文件抽行政电脑桌一件两箱 颜色->#4,风轻云扬灰",ALL,UNKNOWN,C,T4B,0.4137,0.1986,12.82,6.16,11,0.3548,-0.1562,0.4403,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505249_1,HS 储物柜-DSTL-01顶板推拉无把手 2x3 DFS 一件两箱  颜色->黑色,ALL,TIKTOK,C,T4B,3.7571,1.9116,116.47,59.26,234,7.5484,-5.6368,0.7468,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505249_2,HS 储物柜-DSTL-01顶板推拉无把手 2x3 DFS 一件两箱  颜色->白色,ALL,TIKTOK,C,T4B,0.8846,0.4756,27.42,14.74,10,0.3226,0.1530,0.4744,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505250_2,US HS 储物柜-DSBL-03侧板自攻丝 1x5+2 DFS 一件两箱 颜色->白色,ALL,UNKNOWN,B,T4B,2.4220,1.2323,75.08,38.20,56,1.8065,-0.5742,0.3178,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505251_1,US HS 储物柜-DSBL-02侧板自攻丝带插板 2x3+4 DFS 一件两箱 颜色->黑色,ALL,TIKTOK,B,T4B,0.2308,0.1241,7.15,3.85,7,0.2258,-0.1017,0.4504,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505251_1,US HS 储物柜-DSBL-02侧板自攻丝带插板 2x3+4 DFS 一件两箱 颜色->黑色,ALL,UNKNOWN,B,T4B,0.2137,0.1087,6.62,3.37,14,0.4516,-0.3429,0.7593,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505251_2,US HS 储物柜-DSBL-02侧板自攻丝带插板 2x3+4 DFS 一件两箱 颜色->白色,ALL,TIKTOK,C,T4B,0.3423,0.1840,10.61,5.70,26,0.8387,-0.6547,0.7806,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505252_1,"US TS12 中世纪现代风两门加高电视柜带排插灯带，一件一箱 颜色->#1,胡桃木色",ALL,AMAZON,D,T4B,0.4033,0.2052,12.50,6.36,26,0.8387,-0.6335,0.7553,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505252_1,"US TS12 中世纪现代风两门加高电视柜带排插灯带，一件一箱 颜色->#1,胡桃木色",ALL,UNKNOWN,D,T4B,0.1736,0.0933,5.38,2.89,13,0.4194,-0.3261,0.7775,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505252_2,"US TS12 中世纪现代风两门加高电视柜带排插灯带，一件一箱 颜色->#2,原木色",ALL,AMAZON,D,T4B,0.2841,0.1445,8.81,4.48,32,1.0323,-0.8878,0.8600,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505254_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 F款 一件两箱 颜色->白色,ALL,AMAZON,B,T4A,2.8614,1.3277,88.70,41.16,145,4.6774,-3.3497,0.7161,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505254_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 F款 一件两箱 颜色->白色,ALL,UNKNOWN,B,T4B,1.5775,0.6436,48.90,19.95,75,2.4194,-1.7758,0.7340,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505254_2,US AG 板式床 乡村风拼框 掀盖靠背 4抽 F款 一件两箱 颜色->灰色,ALL,AMAZON,C,T4B,1.0681,0.5742,33.11,17.80,51,1.6452,-1.0710,0.6510,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505255_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 Q款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,1.1214,0.5383,34.76,16.69,86,2.7742,-2.2359,0.8060,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505255_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 Q款 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.5000,0.2400,15.50,7.44,47,1.5161,-1.2761,0.8417,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505255_1,US AG 板式床 乡村风拼框 掀盖靠背 4抽 Q款 一件两箱 颜色->白色,ALL,WALMART,C,T4B,0.1857,0.0891,5.76,2.76,10,0.3226,-0.2335,0.7238,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505255_2,US AG 板式床 乡村风拼框 掀盖靠背 4抽 Q款 一件两箱 颜色->灰色,ALL,AMAZON,B,T4B,1.1000,0.5280,34.10,16.37,72,2.3226,-1.7946,0.7727,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505255_2,US AG 板式床 乡村风拼框 掀盖靠背 4抽 Q款 一件两箱 颜色->灰色,ALL,WALMART,B,T4B,0.6929,0.3326,21.48,10.31,26,0.8387,-0.5061,0.6034,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505256_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 F款 一件两箱 颜色->黑色,ALL,AMAZON,B,T3,4.3402,4.1659,134.55,129.14,133,4.2903,-0.1244,0.0290,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505256_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 F款 一件两箱 颜色->黑色,ALL,UNKNOWN,B,T4B,3.8670,1.9675,119.88,60.99,181,5.8387,-3.8712,0.6630,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505256_2,US VD 板式床 掀盖软包靠背 双灯带 4抽 F款 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,1.3280,0.6375,41.17,19.76,71,2.2903,-1.6528,0.7217,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505257_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 Q款 一件两箱 颜色->黑色,ALL,AMAZON,A,T3,7.4009,7.5659,229.43,234.54,184,5.9355,1.6304,0.2747,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505257_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 Q款 一件两箱 颜色->黑色,ALL,TIKTOK,A,T4B,0.1929,0.0926,5.98,2.87,36,1.1613,-1.0687,0.9203,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505257_1,US VD 板式床 掀盖软包靠背 双灯带 4抽 Q款 一件两箱 颜色->黑色,ALL,UNKNOWN,A,T4B,5.1385,2.6144,159.29,81.05,214,6.9032,-4.2888,0.6213,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505257_2,US VD 板式床 掀盖软包靠背 双灯带 4抽 Q款 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.9137,0.4649,28.32,14.41,57,1.8387,-1.3738,0.7472,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505258_1,"US AG 板式床 藤编拼框 4抽 掀盖靠背 F款 一件两箱 颜色->#1,木纹色",ALL,AMAZON,C,T4B,1.2093,0.6501,37.49,20.15,17,0.5484,0.1017,0.1855,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505258_1,"US AG 板式床 藤编拼框 4抽 掀盖靠背 F款 一件两箱 颜色->#1,木纹色",ALL,UNKNOWN,C,T4B,0.3071,0.1474,9.52,4.57,2,0.0645,0.0829,1.2847,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505259_1,"US AG 板式床 藤编拼框 4抽 掀盖靠背 Q款 一件两箱 颜色->#1,木纹色",ALL,AMAZON,C,T4B,1.2593,0.6770,39.04,20.99,40,1.2903,-0.6133,0.4753,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505259_1,"US AG 板式床 藤编拼框 4抽 掀盖靠背 Q款 一件两箱 颜色->#1,木纹色",ALL,UNKNOWN,C,T4B,0.2379,0.1279,7.37,3.96,9,0.2903,-0.1624,0.5595,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505260_1,US VD 板式床 推拉谷仓门 4抽 F款 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,0.9484,0.4825,29.40,14.96,28,0.9032,-0.4207,0.4658,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505260_2,US VD 板式床 推拉谷仓门 4抽 F款 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,0.7527,0.4047,23.33,12.55,19,0.6129,-0.2082,0.3397,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505261_2,US VD 板式床 推拉谷仓门 4抽 Q款 一件两箱 颜色->深灰色,ALL,AMAZON,C,T4B,0.6407,0.3075,19.86,9.53,37,1.1935,-0.8860,0.7424,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_1,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,1.4522,0.7389,45.02,22.91,33,1.0645,-0.3256,0.3059,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_1,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.7434,0.3997,23.05,12.39,33,1.0645,-0.6648,0.6245,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_1,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,WALMART,C,T4B,0.4126,0.1981,12.79,6.14,15,0.4839,-0.2858,0.5906,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_1_WF,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->白色,ALL,UNKNOWN,D,T4B,0.1429,0.0686,4.43,2.13,16,0.5161,-0.4475,0.8671,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_2,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->黑色,ALL,AMAZON,B,T4A,2.3511,1.1564,72.88,35.85,47,1.5161,-0.3597,0.2373,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505262_2,US VD 高架床 L形上下铺 侧边5层布抽 T 一件两箱 颜色->黑色,ALL,WALMART,B,T4B,0.8346,0.4487,25.87,13.91,47,1.5161,-1.0674,0.7040,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505264_1,US VD 高架床 上下铺 侧边布抽挂衣区 床下书架布抽 T 一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,0.9885,0.5314,30.64,16.47,127,4.0968,-3.5654,0.8703,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505264_2,US VD 高架床 上下铺 侧边布抽挂衣区 床下书架布抽 T 一件两箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.5505,0.2960,17.07,9.18,95,3.0645,-2.7685,0.9034,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505265_1,US 床YLS-006上F下T床8抽含灯带一件两箱 颜色黑铁+火烧云板,ALL,AMAZON,C,T4B,1.8555,0.7570,57.52,23.47,48,1.5484,-0.7914,0.5111,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505265_3,US 床YLS-006上F下T床8抽含灯带一件两箱 颜色黑铁+灰木纹板,ALL,AMAZON,C,T4B,0.6566,0.2679,20.35,8.30,15,0.4839,-0.2160,0.4463,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505266_3,US 床YLS-006上T下T床8抽含灯带一件两箱 颜色黑铁+灰木纹板,ALL,AMAZON,C,T4B,0.8615,0.3515,26.71,10.90,15,0.4839,-0.1324,0.2736,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505267_2,"US 床RL-510F上床铁网+板下桌挂钩抽屉含插盘灯带137*190一件两箱 颜色->#2,白铁+浅色板",ALL,UNKNOWN,B,T4B,2.9297,1.5750,90.82,48.83,93,3.0000,-1.4250,0.4750,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505267_3,"US 床RL-510F上床铁网+板下桌挂钩抽屉含插盘灯带137*190一件两箱 颜色->#3,黑铁+灰木纹板",ALL,AMAZON,B,T4B,1.0951,0.4468,33.95,13.85,19,0.6129,-0.1661,0.2710,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505267_3,"US 床RL-510F上床铁网+板下桌挂钩抽屉含插盘灯带137*190一件两箱 颜色->#3,黑铁+灰木纹板",ALL,UNKNOWN,B,T4B,1.3511,0.7264,41.88,22.52,37,1.1935,-0.4671,0.3914,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505269_1,US 床RL-511T上床铁管下桌洞洞板抽屉含插盘灯带99*190一件两箱 颜色黑铁+灰木纹板材,ALL,UNKNOWN,C,T4B,0.0857,0.0411,2.66,1.27,10,0.3226,-0.2815,0.8726,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505269_1,US 床RL-511T上床铁管下桌洞洞板抽屉含插盘灯带99*190一件两箱 颜色黑铁+灰木纹板材,ALL,WALMART,C,T4B,0.1643,0.0789,5.09,2.45,14,0.4516,-0.3727,0.8253,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505269_2,US 床RL-511T上床铁管下桌洞洞板抽屉含插盘灯带99*190一件两箱 颜色白铁+浅色板材,ALL,UNKNOWN,C,T4B,0.3088,0.1660,9.57,5.15,24,0.7742,-0.6082,0.7856,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505273_1,US 床T-B303F软包床头翻开床尾铝材四抽137*190 一件一箱 颜色麻布深灰,ALL,AMAZON,B,T4B,0.6269,0.3370,19.43,10.45,42,1.3548,-1.0178,0.7513,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505273_2,US 床T-B303F软包床头翻开床尾铝材四抽137*190 一件一箱 颜色PU黑色,ALL,TIKTOK,B,T4B,0.6451,0.3282,20.00,10.17,17,0.5484,-0.2202,0.4015,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505273_3,US 床T-B303F软包床头翻开床尾铝材四抽137*190 一件一箱 颜色绒布白色+白色铁,ALL,AMAZON,A,T3,4.1673,4.3757,129.19,135.65,112,3.6129,0.7628,0.2111,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505273_3,US 床T-B303F软包床头翻开床尾铝材四抽137*190 一件一箱 颜色绒布白色+白色铁,ALL,UNKNOWN,A,T4B,0.3681,0.1979,11.41,6.13,19,0.6129,-0.4150,0.6771,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505275_1,US 床T-B259Q床头翻开气压杆波浪含插盘灯带床153*203一件两箱 颜色黑色pu,ALL,AMAZON,A,T3,5.7337,5.4503,177.74,168.96,92,2.9677,2.4826,0.8365,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505275_1_WF,US 床T-B259Q床头翻开气压杆波浪含插盘灯带床153*203一件两箱 颜色黑色pu,ALL,UNKNOWN,D,T4B,2.2967,0.9371,71.20,29.05,84,2.7097,-1.7726,0.6542,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505276_1,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#1,黑色pu",ALL,AMAZON,B,T4A,1.9906,0.9236,61.71,28.63,53,1.7097,-0.7861,0.4598,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505276_1,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#1,黑色pu",ALL,UNKNOWN,B,T4B,1.1275,0.5737,34.95,17.78,15,0.4839,0.0898,0.1856,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505276_2,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#2,颜色TX-001米白绒布",ALL,AMAZON,C,T4B,1.1110,0.5653,34.44,17.52,65,2.0968,-1.5315,0.7304,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505276_2,"US 床T-B259F床头翻开气压杆波浪含插盘灯带床137*190一件两箱 颜色->#2,颜色TX-001米白绒布",ALL,UNKNOWN,C,T4B,0.7934,0.4037,24.60,12.51,28,0.9032,-0.4995,0.5530,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505277_1,US 床T-B259T床头翻开气压杆波浪含插盘灯带床99*190 颜色黑色pu,ALL,AMAZON,C,T4B,0.6599,0.3358,20.46,10.41,52,1.6774,-1.3416,0.7998,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ505277_1,US 床T-B259T床头翻开气压杆波浪含插盘灯带床99*190 颜色黑色pu,ALL,UNKNOWN,C,T4B,0.3363,0.1808,10.43,5.60,30,0.9677,-0.7869,0.8132,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
