sku_code,sku_name,station,platform,abcd,profile_segment,blend_daily,system_daily,blend_monthly,system_monthly,actual_monthly,actual_daily,error_daily,ape,kpi_comparable,version_no
DJ504088_1,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->白色,ALL,TIKTOK,B,T4B,0.3239,0.1648,10.04,5.11,59,1.9032,-1.7384,0.9134,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504088_2,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->黑色,ALL,AMAZON,B,T4B,3.6474,1.4881,113.07,46.13,100,3.2258,-1.7377,0.5387,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504088_2,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->黑色,ALL,TIKTOK,B,T4B,0.3581,0.1925,11.10,5.97,23,0.7419,-0.5494,0.7405,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504088_4,"VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->#4,原木色",ALL,TIKTOK,C,T4B,0.4214,0.2266,13.06,7.02,58,1.8710,-1.6444,0.8789,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504091_1,EU AG 2抽斜封边抽面边桌 排插灯带 一件一箱 颜色->黑色,ALL,AMAZON,C,T3,4.5242,4.1613,140.25,129.00,201,6.4839,-2.3226,0.3582,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504091_2,EU AG 2抽斜封边抽面边桌 排插灯带 一件一箱 颜色->白色,ALL,AMAZON,C,T4A,3.7108,1.7218,115.03,53.38,214,6.9032,-5.1814,0.7506,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504092_2,"US AG 两抽波浪凹槽抽面边桌 一件一箱 尺码->#2,木色",ALL,AMAZON,C,T3,9.3894,7.6993,291.07,238.68,204,6.5806,1.1187,0.1700,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504093_1,"US AG 谷仓门乡村风灯泡书桌 一件一箱 尺码->#1,仿古白",ALL,AMAZON,B,T3,5.9874,5.3887,185.61,167.05,171,5.5161,-0.1274,0.0231,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504093_2,"US AG 谷仓门乡村风灯泡书桌 一件一箱 尺码->#2,仿古橡木",ALL,TIKTOK,C,T4B,0.2095,0.1006,6.49,3.12,1,0.0323,0.0683,2.1186,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504094_1,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#1,仿古白",ALL,AMAZON,B,T3,4.1044,3.6288,127.24,112.49,108,3.4839,0.1449,0.0416,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504094_2,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#2,仿古橡木",ALL,AMAZON,C,T4A,2.9155,1.3528,90.38,41.94,97,3.1290,-1.7762,0.5677,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504101_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,3.0553,1.2466,94.71,38.64,192,6.1935,-4.9469,0.7987,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504103_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 1.6*2m 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,1.1976,0.4886,37.13,15.15,126,4.0645,-3.5759,0.8798,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504104_1,"US 床BJS-592T布抽日间床含灯带、插盘99*190 颜色->#1,黑色+火烧云",ALL,AMAZON,C,T4B,1.8409,0.7511,57.07,23.28,22,0.7097,0.0414,0.0584,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504104_2,"US 床BJS-592T布抽日间床含灯带插盘99*190 颜色->#2,纯白",ALL,AMAZON,C,T4B,1.8113,0.7390,56.15,22.91,53,1.7097,-0.9707,0.5678,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,AMAZON,C,T4B,2.1065,1.0718,65.30,33.23,19,0.6129,0.4589,0.7487,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,UNKNOWN,C,T4B,0.1704,0.0867,5.28,2.69,4,0.1290,-0.0423,0.3281,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504105_2,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#2,白铁+白色绒布+浅木色",ALL,AMAZON,C,T4B,1.7204,0.8258,53.33,25.60,16,0.5161,0.3097,0.6000,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504106_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T4B,2.9678,1.2109,92.00,37.54,156,5.0323,-3.8214,0.7594,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504106_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.3713,0.5595,42.51,17.34,38,1.2258,-0.6663,0.5436,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504106_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,0.8094,0.3302,25.09,10.24,29,0.9355,-0.6053,0.6470,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504107_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,1.9726,0.9468,61.15,29.35,52,1.6774,-0.7306,0.4356,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504107_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.1839,0.4830,36.70,14.97,82,2.6452,-2.1622,0.8174,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504107_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,0.6152,0.2510,19.07,7.78,38,1.2258,-0.9748,0.7952,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504107_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->米白,ALL,UNKNOWN,C,T4B,0.3467,0.1864,10.75,5.78,18,0.5806,-0.3942,0.6790,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504108_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.6*2m 一件一箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,0.6241,0.2546,19.35,7.89,20,0.6452,-0.3906,0.6054,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504108_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.6*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,0.7908,0.4251,24.51,13.18,38,1.2258,-0.8007,0.6532,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504118_1,US床T-B715F床头置物软包床前后铝材灯带四抽含垫137*193 颜色黑色PU,ALL,UNKNOWN,C,T4B,0.4402,0.1796,13.65,5.57,19,0.6129,-0.4333,0.7070,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,AMAZON,C,T4B,1.3160,0.5369,40.80,16.64,18,0.5806,-0.0437,0.0753,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,TIKTOK,C,T4B,0.3104,0.1669,9.62,5.17,5,0.1613,0.0056,0.0348,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,UNKNOWN,C,T4B,0.2395,0.1150,7.42,3.57,1,0.0323,0.0827,2.5650,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_1,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 F 一件一箱,ALL,UNKNOWN,C,T4B,0.4176,0.2245,12.95,6.96,10,0.3226,-0.0981,0.3041,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_1,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 F 一件一箱,ALL,WALMART,C,T4B,1.1907,0.5715,36.91,17.72,59,1.9032,-1.3317,0.6997,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_2,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 Q 一件一箱,ALL,UNKNOWN,B,T4B,1.5337,0.7803,47.54,24.19,3,0.0968,0.6835,7.0631,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_2,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 Q 一件一箱,ALL,WALMART,B,T3P,11.3281,9.6289,351.17,298.50,12,0.3871,9.2418,23.8747,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_4,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 CK 一件一箱,ALL,AMAZON,C,T4B,3.4046,1.4733,105.54,45.67,27,0.8710,0.6023,0.6916,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_4,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 CK 一件一箱,ALL,WALMART,C,T4B,1.0508,0.4287,32.57,13.29,21,0.6774,-0.2487,0.3672,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504125_6,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 TXL 一件一箱,ALL,WALMART,C,T4B,0.7777,0.3733,24.11,11.57,20,0.6452,-0.2719,0.4214,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,AMAZON,B,T3,4.2437,3.8193,131.55,118.40,156,5.0323,-1.2130,0.2410,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,UNKNOWN,B,T4B,1.0868,0.5530,33.69,17.14,27,0.8710,-0.3180,0.3651,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_2,US 轻奢风吸塑1m文件柜 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,2.2532,0.9193,69.85,28.50,81,2.6129,-1.6936,0.6482,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_2,US 轻奢风吸塑1m文件柜 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,1.4991,0.8059,46.47,24.98,39,1.2581,-0.4522,0.3594,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,AMAZON,C,T4A,2.6369,1.2235,81.74,37.93,85,2.7419,-1.5184,0.5538,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,UNKNOWN,C,T4B,1.3612,0.6926,42.20,21.47,61,1.9677,-1.2751,0.6480,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504130_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*1.9m 一件一箱 颜色->黑色,ALL,AMAZON,B,T3,5.4500,5.5670,168.95,172.58,171,5.5161,0.0509,0.0092,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504130_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*1.9m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.8374,0.8819,56.96,27.34,125,4.0323,-3.1504,0.7813,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504131_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,2.2187,1.0912,68.78,33.83,126,4.0645,-2.9733,0.7315,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504131_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.2714,0.6103,39.41,18.92,51,1.6452,-1.0349,0.6290,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504132_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.6*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,2.5949,1.0587,80.44,32.82,100,3.2258,-2.1671,0.6718,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504132_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.6*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.2330,0.6273,38.22,19.45,69,2.2258,-1.5985,0.7182,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504133_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.8*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,3.1625,1.2903,98.04,40.00,85,2.7419,-1.4516,0.5294,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504146_1,US DC 铁木床 BFH-01 方管X谷仓吊轨推拉门置物格款- 胡桃白 901TXL 一件一箱,ALL,AMAZON,C,T4B,1.5478,0.7429,47.98,23.03,48,1.5484,-0.8055,0.5202,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504146_1,US DC 铁木床 BFH-01 方管X谷仓吊轨推拉门置物格款- 胡桃白 901TXL 一件一箱,ALL,UNKNOWN,C,T4B,0.3079,0.1567,9.54,4.86,2,0.0645,0.0922,1.4288,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504146_1,US DC 铁木床 BFH-01 方管X谷仓吊轨推拉门置物格款- 胡桃白 901TXL 一件一箱,ALL,WALMART,C,T4B,0.3198,0.1627,9.91,5.04,13,0.4194,-0.2567,0.6120,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504149_1,US 单人书架桌配5布抽 一件一箱 颜色->火烧云,ALL,UNKNOWN,C,T4B,1.8558,0.7572,57.53,23.47,130,4.1935,-3.4363,0.8194,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504149_3,US 单人书架桌配5布抽 一件一箱 颜色->白色,ALL,UNKNOWN,C,T4B,2.3132,0.9438,71.71,29.26,112,3.6129,-2.6691,0.7388,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504149_3,US 单人书架桌配5布抽 一件一箱 颜色->白色,ALL,WALMART,C,T4B,0.1993,0.0957,6.18,2.97,22,0.7097,-0.6140,0.8652,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504164_1,US TA 左侧置物1米三抽衣帽架 一件一箱 颜色->火烧云,ALL,AMAZON,B,T3,5.0883,4.7077,157.74,145.94,151,4.8710,-0.1633,0.0335,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504164_1,US TA 左侧置物1米三抽衣帽架 一件一箱 颜色->火烧云,ALL,UNKNOWN,B,T4B,0.5297,0.2349,16.42,7.28,18,0.5806,-0.3457,0.5955,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504164_2,US TA 左侧置物1米三抽衣帽架 一件一箱 颜色->浅象牙灰,ALL,AMAZON,C,T3,4.4034,4.2920,136.51,133.05,114,3.6774,0.6146,0.1671,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504164_2,US TA 左侧置物1米三抽衣帽架 一件一箱 颜色->浅象牙灰,ALL,UNKNOWN,C,T4B,0.3622,0.1739,11.23,5.39,17,0.5484,-0.3745,0.6829,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504166_2,"EU KM 软包-带床头-悬浮床 一箱一个 尺码->L,190*140;颜色->白色,PU-白",ALL,AMAZON,B,T4B,1.2357,0.6287,38.31,19.49,84,2.7097,-2.0810,0.7680,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504170_1,"EU AG 板式边桌 编藤双抽+单隔层+排插灯带 一件一箱 尺码->#1,木色",ALL,AMAZON,C,T4A,3.0955,1.4363,95.96,44.53,93,3.0000,-1.5637,0.5212,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504172_1,EU DC 铁木床 CBF-01L 方管软包角落床带抽篮-131 90*200  灰色 一件一箱,ALL,AMAZON,B,T3,4.4053,4.2026,136.56,130.28,195,6.2903,-2.0877,0.3319,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504173_26,"EU KM 铁木-带床头-悬浮床 一箱一个 尺码->XL,140*200;颜色->白色,原木白",ALL,AMAZON,C,T4B,0.7138,0.3632,22.13,11.26,78,2.5161,-2.1529,0.8557,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_1,"US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->黑色,浮雕黑",ALL,AMAZON,A,T2,8.4878,6.1512,263.12,190.69,217,7.0000,-0.8488,0.1213,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_1,"US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->黑色,浮雕黑",ALL,UNKNOWN,A,T4B,6.7209,3.2260,208.35,100.01,189,6.0968,-2.8708,0.4709,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_1,"US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->黑色,浮雕黑",ALL,WALMART,A,T4B,1.2589,0.6043,39.03,18.73,37,1.1935,-0.5892,0.4937,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_2,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->棕色G29024I全贴纸,ALL,AMAZON,A,T3,6.8910,6.4404,213.62,199.65,117,3.7742,2.6662,0.7064,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_2,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->棕色G29024I全贴纸,ALL,UNKNOWN,A,T4B,3.9518,2.0107,122.51,62.33,161,5.1935,-3.1828,0.6128,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_2,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->棕色G29024I全贴纸,ALL,WALMART,A,T4B,0.6878,0.3500,21.32,10.85,27,0.8710,-0.5210,0.5981,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504175_4,US UA 高款拱顶书柜 铣型门板 一件一箱 颜色->咖啡胡桃浮雕+H65074K,ALL,AMAZON,D,T4B,0.7857,0.3771,24.36,11.69,109,3.5161,-3.1390,0.8928,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504176_1,"US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黄色,木色手抓纹",ALL,AMAZON,B,T3,4.2662,4.0025,132.25,124.08,122,3.9355,0.0670,0.0170,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504176_1,"US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黄色,木色手抓纹",ALL,UNKNOWN,B,T4B,3.7021,1.7770,114.77,55.09,135,4.3548,-2.5778,0.5919,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504176_1,"US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黄色,木色手抓纹",ALL,WALMART,B,T4B,0.7856,0.3771,24.35,11.69,7,0.2258,0.1513,0.6700,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504176_2,US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,2.2963,1.0655,71.19,33.03,53,1.7097,-0.6442,0.3768,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504176_2,US UA 高款拱顶书柜 藤编门板 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.4494,0.1834,13.93,5.69,27,0.8710,-0.6876,0.7894,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504177_1,EU AG JYH208 棉麻软包气杆床 三灯带 140*190cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,A,T4B,0.1786,0.0857,5.54,2.66,9,0.2903,-0.2046,0.7048,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504177_2,EU AG JYH208 棉麻软包气杆床 三灯带 140*190cm 一件两箱 颜色->米白,ALL,AMAZON,B,T4B,1.4114,0.7181,43.75,22.26,57,1.8387,-1.1206,0.6095,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504178_1,EU AG JYH208 棉麻软包气杆床 三灯带 140*200cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,B,T4B,1.2552,0.6748,38.91,20.92,33,1.0645,-0.3897,0.3661,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504178_2,EU AG JYH208 棉麻软包气杆床 三灯带 140*200cm 一件两箱 颜色->米白,ALL,AMAZON,C,T4B,1.1389,0.5467,35.31,16.95,24,0.7742,-0.2275,0.2938,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504178_2,EU AG JYH208 棉麻软包气杆床 三灯带 140*200cm 一件两箱 颜色->米白,ALL,UNKNOWN,C,T4B,0.7093,0.3813,21.99,11.82,12,0.3871,-0.0058,0.0150,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504179_1,EU AG JYH208 棉麻软包气杆床 三灯带 160*200cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,0.3500,0.1680,10.85,5.21,9,0.2903,-0.1223,0.4213,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504183_1,"US UA 拱顶壁柜铣型门板 一件一箱 颜色->黑色,黑浮雕",ALL,AMAZON,B,T3,3.8675,4.0609,119.89,125.89,169,5.4516,-1.3907,0.2551,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504183_1,"US UA 拱顶壁柜铣型门板 一件一箱 颜色->黑色,黑浮雕",ALL,UNKNOWN,B,T3P,3.9377,5.3429,122.07,165.63,147,4.7419,0.6010,0.1267,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504183_2,"US UA 拱顶壁柜铣型门板 一件一箱 颜色->黄色,木色手抓纹",ALL,UNKNOWN,C,T4B,2.1438,1.0290,66.46,31.90,98,3.1613,-2.1323,0.6745,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504194_1,"US AG 收纳储物书桌 K字玻璃灯带柜门 LED镜门 凳子 一件一箱 尺码->#1,仿古白",ALL,AMAZON,C,T4B,1.3486,0.5502,41.81,17.06,51,1.6452,-1.0950,0.6656,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504194_1,"US AG 收纳储物书桌 K字玻璃灯带柜门 LED镜门 凳子 一件一箱 尺码->#1,仿古白",ALL,UNKNOWN,C,T4B,0.7367,0.3006,22.84,9.32,11,0.3548,-0.0542,0.1529,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504194_2,"US AG 收纳储物书桌 K字玻璃灯带柜门 LED镜门 凳子 一件一箱 尺码->#2,仿古橡木",ALL,AMAZON,C,T4B,1.8314,0.8791,56.77,27.25,35,1.1290,-0.2499,0.2214,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504197_1,EU BW 边柜NSD-04 欧标插排 3抽 两件一箱 颜色->黑色,ALL,AMAZON,C,T4B,1.8076,0.9718,56.04,30.13,0,0.0000,0.9718,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504197_2,EU BW 边柜NSD-04 欧标插排 3抽 两件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.3545,0.7282,41.99,22.57,14,0.4516,0.2766,0.6124,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504202_1,EU AG 板式床 软包掀盖靠背 4抽 欧洲床垫1.4*2m 一件两箱 颜色->白色,ALL,AMAZON,C,T4B,1.2262,0.6239,38.01,19.34,70,2.2581,-1.6342,0.7237,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504202_3,"EU AG 板式床 软包掀盖靠背 4抽 1.4*2m床垫 一件两箱 颜色->#1,白色+浅灰",ALL,AMAZON,C,T4B,0.4187,0.2251,12.98,6.98,27,0.8710,-0.6459,0.7416,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504204_1,EU AG 铁木软包悬浮床 双层置物 USB插排 灯带 床垫1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T2,7.4484,5.3979,230.90,167.33,149,4.8065,0.5914,0.1231,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504206_1,EU AG 铁木软包悬浮床 双层置物 USB插排 灯带 床垫1.6*2m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T4B,1.1942,0.5732,37.02,17.77,45,1.4516,-0.8784,0.6051,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504216_2,"US HA 书桌 VT03 11抽铁木无纺布菱形格双列置物架款 颜色->#2,黑色麻面+黑皮",ALL,AMAZON,C,T4A,2.1191,0.9833,65.69,30.48,74,2.3871,-1.4038,0.5881,t,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504216_3,US HA 书桌 VT03 11抽铁木无纺布菱形格双列置物架款 颜色 粉色+粉皮,ALL,AMAZON,C,T4B,1.2668,0.6445,39.27,19.98,36,1.1613,-0.5168,0.4450,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504216_3,US HA 书桌 VT03 11抽铁木无纺布菱形格双列置物架款 颜色 粉色+粉皮,ALL,TIKTOK,C,T4B,0.4022,0.2046,12.47,6.34,48,1.5484,-1.3438,0.8679,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504221_1,US TS04 6抽1米8电视柜带灯带插排 颜色->火烧云,ALL,AMAZON,C,T4B,2.2364,0.9125,69.33,28.29,80,2.5806,-1.6681,0.6464,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504227_2,US SD 1.3米L桌高桌带置物架  一件一箱 颜色->黑浮雕,ALL,AMAZON,C,T4A,2.7656,1.2832,85.73,39.78,0,0.0000,1.2832,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504227_3,US SD 1.3米L桌高桌带置物架  一件一箱 颜色->989-3灰色,ALL,AMAZON,C,T4B,1.3695,0.6574,42.45,20.38,5,0.1613,0.4961,3.0759,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504227_3,US SD 1.3米L桌高桌带置物架  一件一箱 颜色->989-3灰色,ALL,UNKNOWN,C,T4B,0.2564,0.1046,7.95,3.24,0,0.0000,0.1046,,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504243_1,US UA 带推车侧架马桶柜（扩色） 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,0.6093,0.2486,18.89,7.71,26,0.8387,-0.5901,0.7036,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
DJ504243_1,US UA 带推车侧架马桶柜（扩色） 一件一箱 颜色->黑色,ALL,WALMART,C,T4B,0.4920,0.2361,15.25,7.32,9,0.2903,-0.0542,0.1868,f,6 个月 · 全平台 · 全量 SKU · 2026-07-09
