SKU编码,SKU名称,站点,平台,ABCD类,分层,混合水平月销量,系统预测月销量,实际月销量,偏差数量,偏差率,绝对偏差率APE
DJ504717_3,US 单人升降桌带竖条凹槽腿 一件一箱 颜色->白色,ALL,WALMART,C,T4B,11.80,6.35,5,1.35,0.2691,0.2691
DJ504744_1,US SD 1.6m5抽L桌带排插 一件一箱  颜色->黑色,ALL,WALMART,C,T4B,13.03,6.63,5,1.63,0.3262,0.3262
DJ504824_3,US 3抽农舍风竖条文件柜 一件一箱 颜色->灰色,ALL,UNKNOWN,C,T4B,9.96,4.78,5,-0.22,-0.0440,0.0440
DJ505071_1,EU AG JYH208 棉麻软包气杆床 三灯带 90*200cm 一件两箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,8.64,4.14,5,-0.86,-0.1711,0.1711
DJ505099_2,"US 床GS-888T儿童双层床+集合绘本储物 含灯带、插排99*190 颜色->#2,火烧云",ALL,WALMART,B,T4B,6.81,3.27,5,-1.73,-0.3459,0.3459
DJ505120_1,US SD L升降桌带文件柜  一件两箱  颜色->火烧云,ALL,TEMU,C,T4B,8.53,4.10,5,-0.90,-0.1810,0.1810
DJ505208_2,US DC 高架床 BB-02  YL 上T下F 二抽层架款   一件两箱 颜色->白色,ALL,UNKNOWN,C,T4B,9.79,4.00,5,-1.00,-0.2008,0.2008
DJ505231_2,"US HA 储物柜 DT52 10抽凹槽无把手矮柜 一件两箱A/B 颜色->#2,白色麻点",ALL,AMAZON,C,T4B,21.51,8.78,5,3.78,0.7552,0.7552
DJ505286_1,"US 床TB-2324Q 5抽床+床头2布抽 一件两箱 颜色->#1,米白绒布",ALL,AMAZON,C,T4B,9.06,4.35,5,-0.65,-0.1301,0.1301
DJ505290_2,US 高架床 LB-06  AF 上床下桌+F&T长桌二抽  F 一件两箱 颜色->白色,ALL,WALMART,C,T4B,5.01,2.69,5,-2.31,-0.4618,0.4618
DJ505317_3,US BF WD03 写字桌带文件柜十字玻璃门带插排灯带，一件两箱 颜色->黑色,ALL,WALMART,A,T4B,7.87,4.01,5,-0.99,-0.1990,0.1990
DJ505467_1,US DC 软包床 BWR-01 ZY双侧护栏床尾带抽篮-2366 T 粉色 一件一箱,ALL,WALMART,C,T4B,6.93,3.73,5,-1.27,-0.2548,0.2548
DJ505468_2,US DC 矮高架床 LBB-07 BD164 适配成长 变形款储物双床+LED 双T 白色+粉抽 一件一箱,ALL,AMAZON,C,T4B,9.30,4.46,5,-0.54,-0.1072,0.1072
DJ505695_2,US YSY-599款 F尺寸上床下书架含灯带插排含床侧挂袋 一件两箱 颜色->白色,ALL,WALMART,B,T4B,3.99,1.91,5,-3.09,-0.6175,0.6175
DJ505710_3,US 85cm4层五抽农舍风文件柜 一件一箱 颜色->989-3灰色,ALL,UNKNOWN,C,T4B,8.84,4.75,5,-0.25,-0.0495,0.0495
DJ505801_2,"US ER BF-TM04 美国6抽儿童床带书桌 一件一箱 颜色->#2,白色",ALL,AMAZON,C,T4B,4.65,2.23,5,-2.77,-0.5536,0.5536
DJVN000013_3,"US AE 书柜（Vietnam）2抽屉板材带双灯 加高款 颜色->#2,黑色麻面",ALL,TEMU,A,T4B,37.57,18.04,5,13.04,2.6072,2.6072
SFDJ505124_1,US 美式升降可直排L桌 一件两箱 颜色->棕+白,ALL,UNKNOWN,D,T4B,23.18,11.13,5,6.13,1.2252,1.2252
DJ481034,US AE 写字桌  （80*40）四个小抽屉小款带插座 白色 一件一箱,ALL,AMAZON,C,T4B,35.83,10.03,4,6.03,1.5079,1.5079
DJ502683_4,US床T-B213F软包灯带和USB款四抽屉含垫137.5*190一件一箱 颜色->#4白色PU,ALL,AMAZON,C,T4B,12.49,3.72,4,-0.28,-0.0692,0.0692
DJ503440_2,US SD L桌三抽带单玻璃门  一件一箱 颜色->黑麻,ALL,TEMU,C,T4B,24.04,9.81,4,5.81,1.4521,1.4521
DJ503916_2,US HS 抽屉柜 DDBT-03 1x6+2 底座 无把手 一件一箱 颜色->白色,ALL,TIKTOK,A,T4B,36.17,17.36,4,13.36,3.3400,3.3400
DJ504050_3,"US 床BJS-590T低阁楼床下6抽屉含灯带99*190 颜色->#3,粉色铁+粉色板",ALL,WALMART,C,T4B,13.87,6.66,4,2.66,0.6639,0.6639
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,UNKNOWN,C,T4B,5.28,2.69,4,-1.31,-0.3281,0.3281
