sku_code,sku_name,station,platform,abcd,profile_segment,blend_daily,system_daily,effective_daily,blend_monthly,system_monthly,effective_monthly,actual_monthly,actual_daily,version_no,version_status
DJ504078_1,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 T 一件一箱,ALL,AMAZON,B,T3,7.0694,5.9313,5.9313,219.15,183.87,183.87,184,5.9355,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504078_1,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 T 一件一箱,ALL,TIKTOK,B,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504078_2,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 TXL 一件一箱,ALL,AMAZON,C,T4B,3.4754,1.4180,1.4180,107.74,43.96,43.96,69,2.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504078_3,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 F 一件一箱,ALL,AMAZON,B,T3,7.5817,6.2170,6.2170,235.03,192.73,192.73,138,4.4516,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504078_3,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 F 一件一箱,ALL,WALMART,B,T4B,0.5854,0.2810,0.2810,18.15,8.71,8.71,18,0.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504078_3_WF,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 黑色 F 一件一箱,ALL,UNKNOWN,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504081_1,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 橡木灰 T 一件一箱,ALL,AMAZON,B,T3,5.1674,4.2373,4.2373,160.19,131.36,131.36,59,1.9032,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504081_1,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 橡木灰 T 一件一箱,ALL,WALMART,B,T4B,0.7056,0.3387,0.3387,21.87,10.50,10.50,12,0.3871,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504081_3,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 橡木灰 F 一件一箱,ALL,TIKTOK,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504081_3_WF,US DC 铁木床 CBF-04L 方管铁木角落床带抽 128 橡木灰 F 一件一箱,ALL,UNKNOWN,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_1,US 单人L高桌5布抽低价款 一件一箱 颜色->火烧云,ALL,AMAZON,B,T2,7.8367,5.6793,5.6793,242.94,176.06,176.06,261,8.4194,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_1,US 单人L高桌5布抽低价款 一件一箱 颜色->火烧云,ALL,WALMART,B,T4B,0.3454,0.1757,0.1757,10.71,5.45,5.45,14,0.4516,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_2,US 单人L高桌5布抽低价款 一件一箱 颜色->黑麻,ALL,AMAZON,B,T2,11.7877,8.5427,8.5427,365.42,264.82,264.82,308,9.9355,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_2,US 单人L高桌5布抽低价款 一件一箱 颜色->黑麻,ALL,TEMU,B,T4B,2.3541,1.2656,1.2656,72.98,39.23,39.23,80,2.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_2,US 单人L高桌5布抽低价款 一件一箱 颜色->黑麻,ALL,UNKNOWN,B,T4B,0.3445,0.1852,0.1852,10.68,5.74,5.74,18,0.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_2,US 单人L高桌5布抽低价款 一件一箱 颜色->黑麻,ALL,WALMART,B,T4B,1.1343,0.6098,0.6098,35.16,18.90,18.90,70,2.2581,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_3,US 单人L高桌5布抽低价款 一件一箱 颜色->白麻,ALL,AMAZON,B,T3,5.8625,5.3429,5.3429,181.74,165.63,165.63,186,6.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_3,US 单人L高桌5布抽低价款 一件一箱 颜色->白麻,ALL,TEMU,B,T4B,2.0438,0.8339,0.8339,63.36,25.85,25.85,61,1.9677,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_3,US 单人L高桌5布抽低价款 一件一箱 颜色->白麻,ALL,UNKNOWN,B,T4B,0.5808,0.2788,0.2788,18.00,8.64,8.64,21,0.6774,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504085_3,US 单人L高桌5布抽低价款 一件一箱 颜色->白麻,ALL,WALMART,B,T4B,0.2570,0.1308,0.1308,7.97,4.05,4.05,12,0.3871,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504086,US BF 书柜 NT20 实木风三抽波浪纹带侧面储物一件一箱,ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_1,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->白色,ALL,TIKTOK,B,T4B,0.3239,0.1648,0.1648,10.04,5.11,5.11,59,1.9032,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_1,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->白色,ALL,UNKNOWN,B,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,14,0.4516,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_1_WF,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->白色,ALL,UNKNOWN,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_2,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->黑色,ALL,AMAZON,B,T4B,3.6474,1.4881,1.4881,113.07,46.13,46.13,100,3.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_2,VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->黑色,ALL,TIKTOK,B,T4B,0.3581,0.1925,0.1925,11.10,5.97,5.97,23,0.7419,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504088_4,"VD10转角镜子开门梳妆台带凳子 一件一箱 颜色->#4,原木色",ALL,TIKTOK,C,T4B,0.4214,0.2266,0.2266,13.06,7.02,7.02,58,1.8710,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504091_1,EU AG 2抽斜封边抽面边桌 排插灯带 一件一箱 颜色->黑色,ALL,AMAZON,C,T3,4.5242,4.1613,4.1613,140.25,129.00,129.00,201,6.4839,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504091_2,EU AG 2抽斜封边抽面边桌 排插灯带 一件一箱 颜色->白色,ALL,AMAZON,C,T4A,3.7108,1.7218,1.7218,115.03,53.38,53.38,214,6.9032,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504092_1,"US AG 两抽波浪凹槽抽面边桌 一件一箱 尺码->#1,黑色",ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504092_2,"US AG 两抽波浪凹槽抽面边桌 一件一箱 尺码->#2,木色",ALL,AMAZON,C,T3,9.3894,7.6993,7.6993,291.07,238.68,238.68,204,6.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504093_1,"US AG 谷仓门乡村风灯泡书桌 一件一箱 尺码->#1,仿古白",ALL,AMAZON,B,T3,5.9874,5.3887,5.3887,185.61,167.05,167.05,171,5.5161,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504093_2,"US AG 谷仓门乡村风灯泡书桌 一件一箱 尺码->#2,仿古橡木",ALL,TIKTOK,C,T4B,0.2095,0.1006,0.1006,6.49,3.12,3.12,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504093_2,"US AG 谷仓门乡村风灯泡书桌 一件一箱 尺码->#2,仿古橡木",ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504094_1,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#1,仿古白",ALL,AMAZON,B,T3,4.1044,3.6288,3.6288,127.24,112.49,112.49,108,3.4839,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504094_1,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#1,仿古白",ALL,TIKTOK,B,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,2,0.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504094_1,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#1,仿古白",ALL,WALMART,B,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,2,0.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504094_2,"US AG 大款谷仓门乡村风LED镜书桌 一件一箱 尺码->#2,仿古橡木",ALL,AMAZON,C,T4A,2.9155,1.3528,1.3528,90.38,41.94,41.94,97,3.1290,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504101_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,3.0553,1.2466,1.2466,94.71,38.64,38.64,192,6.1935,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504103_1,EU AG 铁木软包床 火烧云置物层 欧标USB排插 灯带 1.6*2m 一件一箱 颜色->深灰色,ALL,AMAZON,C,T4B,1.1976,0.4886,0.4886,37.13,15.15,15.15,126,4.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_1,"US 床BJS-592T布抽日间床含灯带、插盘99*190 颜色->#1,黑色+火烧云",ALL,AMAZON,C,T4B,1.8409,0.7511,0.7511,57.07,23.28,23.28,22,0.7097,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_1,"US 床BJS-592T布抽日间床含灯带、插盘99*190 颜色->#1,黑色+火烧云",ALL,TEMU,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,10,0.3226,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_1,"US 床BJS-592T布抽日间床含灯带、插盘99*190 颜色->#1,黑色+火烧云",ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_2,"US 床BJS-592T布抽日间床含灯带插盘99*190 颜色->#2,纯白",ALL,AMAZON,C,T4B,1.8113,0.7390,0.7390,56.15,22.91,22.91,53,1.7097,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_2,"US 床BJS-592T布抽日间床含灯带插盘99*190 颜色->#2,纯白",ALL,UNKNOWN,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504104_3,"US 床BJS-592T布抽日间床含灯带、插盘99*190 颜色->#3,火烧云",ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,6,0.1935,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,AMAZON,C,T4B,2.1065,1.0718,1.0718,65.30,33.23,33.23,19,0.6129,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,TIKTOK,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_1,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#1,黑色PU",ALL,UNKNOWN,C,T4B,0.1704,0.0867,0.0867,5.28,2.69,2.69,4,0.1290,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_2,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#2,白铁+白色绒布+浅木色",ALL,AMAZON,C,T4B,1.7204,0.8258,0.8258,53.33,25.60,25.60,16,0.5161,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_2,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#2,白铁+白色绒布+浅木色",ALL,TEMU,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,2,0.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_3,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#3,黑铁+灰色麻布+火烧云",ALL,TEMU,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_3,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#3,黑铁+灰色麻布+火烧云",ALL,UNKNOWN,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504105_3,"US 床BJS-593T软包菱格日间床含灯带插盘99*190 颜色->#3,黑铁+灰色麻布+火烧云",ALL,WALMART,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504106_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->深灰色,ALL,AMAZON,B,T4B,2.9678,1.2109,1.2109,92.00,37.54,37.54,156,5.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504106_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.3713,0.5595,0.5595,42.51,17.34,17.34,38,1.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504106_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,0.8094,0.3302,0.3302,25.09,10.24,10.24,29,0.9355,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504106_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*1.9m 一件一箱 颜色->米白,ALL,UNKNOWN,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504107_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->深灰色,ALL,TIKTOK,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504107_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,1.9726,0.9468,0.9468,61.15,29.35,29.35,52,1.6774,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504107_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.1839,0.4830,0.4830,36.70,14.97,14.97,82,2.6452,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504107_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->米白,ALL,AMAZON,C,T4B,0.6152,0.2510,0.2510,19.07,7.78,7.78,38,1.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504107_3,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.4*2m 一件一箱 颜色->米白,ALL,UNKNOWN,C,T4B,0.3467,0.1864,0.1864,10.75,5.78,5.78,18,0.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504108_1,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.6*2m 一件一箱 颜色->深灰色,ALL,UNKNOWN,C,T4B,0.6241,0.2546,0.2546,19.35,7.89,7.89,20,0.6452,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504108_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.6*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,0.7908,0.4251,0.4251,24.51,13.18,13.18,38,1.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504108_2,EU AG 悬浮床 软包床头 铁框架 灯带 USB插排 1.6*2m 一件一箱 颜色->白色,ALL,UNKNOWN,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,3,0.0968,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504114_1,EU BW 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 90*200 一件一箱,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504114_3,EU BW 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 140*190 一件一箱,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504115_1,EU DC 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 90*200 一件一箱,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504115_3,EU DC 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 140*190 一件一箱,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504115_3,EU DC 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 140*190 一件一箱,ALL,TIKTOK,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504115_4,EU DC 铁木床IW-01带灯带欧标插排 HQ 黑色火烧云 140*200 一件一箱,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504118_1,US床T-B715F床头置物软包床前后铝材灯带四抽含垫137*193 颜色黑色PU,ALL,TIKTOK,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,4,0.1290,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504118_1,US床T-B715F床头置物软包床前后铝材灯带四抽含垫137*193 颜色黑色PU,ALL,UNKNOWN,C,T4B,0.4402,0.1796,0.1796,13.65,5.57,5.57,19,0.6129,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504118_1,US床T-B715F床头置物软包床前后铝材灯带四抽含垫137*193 颜色黑色PU,ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,AMAZON,C,T4B,1.3160,0.5369,0.5369,40.80,16.64,16.64,18,0.5806,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,TIKTOK,C,T4B,0.3104,0.1669,0.1669,9.62,5.17,5.17,5,0.1613,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,UNKNOWN,C,T4B,0.2395,0.1150,0.1150,7.42,3.57,3.57,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504119_1,US床T-B715T床头置物软包床前后铝材灯带四抽含垫99*190 颜色黑色PU,ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504124_2,US 1.5米两抽带亚克力门文件柜 一件一箱 颜色->白色,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_1,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 F 一件一箱,ALL,AMAZON,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,6,0.1935,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_1,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 F 一件一箱,ALL,UNKNOWN,C,T4B,0.4176,0.2245,0.2245,12.95,6.96,6.96,10,0.3226,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_1,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 F 一件一箱,ALL,WALMART,C,T4B,1.1907,0.5715,0.5715,36.91,17.72,17.72,59,1.9032,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_2,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 Q 一件一箱,ALL,UNKNOWN,B,T4B,1.5337,0.7803,0.7803,47.54,24.19,24.19,3,0.0968,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_2,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 Q 一件一箱,ALL,WALMART,B,T3P,11.3281,9.6289,9.6289,351.17,298.50,298.50,12,0.3871,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_3,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 K 一件一箱,ALL,TEMU,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_4,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 CK 一件一箱,ALL,AMAZON,C,T4B,3.4046,1.4733,1.4733,105.54,45.67,45.67,27,0.8710,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_4,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 CK 一件一箱,ALL,WALMART,C,T4B,1.0508,0.4287,0.4287,32.57,13.29,13.29,21,0.6774,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_5,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 T 一件一箱,ALL,AMAZON,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,1,0.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_5,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 T 一件一箱,ALL,TIKTOK,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,10,0.3226,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504125_6,US DC 悬浮床BXF-01L 铁管全拆 HQ -75改 黑色 TXL 一件一箱,ALL,WALMART,C,T4B,0.7777,0.3733,0.3733,24.11,11.57,11.57,20,0.6452,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504128_3,US 1.4米三抽L桌高桌带置物架 一件一箱 颜色->火烧云,ALL,AMAZON,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504128_3,US 1.4米三抽L桌高桌带置物架 一件一箱 颜色->火烧云,ALL,UNKNOWN,D,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,AMAZON,B,T3,4.2437,3.8193,3.8193,131.55,118.40,118.40,156,5.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,UNKNOWN,B,T4B,1.0868,0.5530,0.5530,33.69,17.14,17.14,27,0.8710,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_1,US 轻奢风吸塑1m文件柜 一件一箱 颜色->原木色,ALL,WALMART,B,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,2,0.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_2,US 轻奢风吸塑1m文件柜 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,2.2532,0.9193,0.9193,69.85,28.50,28.50,81,2.6129,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_2,US 轻奢风吸塑1m文件柜 一件一箱 颜色->黑色,ALL,UNKNOWN,C,T4B,1.4991,0.8059,0.8059,46.47,24.98,24.98,39,1.2581,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_2,US 轻奢风吸塑1m文件柜 一件一箱 颜色->黑色,ALL,WALMART,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,2,0.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,AMAZON,C,T4A,2.6369,1.2235,1.2235,81.74,37.93,37.93,85,2.7419,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,TEMU,C,T99,0.0000,0.0000,0.0000,0.00,0.00,0.00,0,0.0000,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504129_3,US 轻奢风吸塑1m文件柜 一件一箱 颜色->棕色,ALL,UNKNOWN,C,T4B,1.3612,0.6926,0.6926,42.20,21.47,21.47,61,1.9677,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504130_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*1.9m 一件一箱 颜色->黑色,ALL,AMAZON,B,T3,5.4500,5.5670,5.5670,168.95,172.58,172.58,171,5.5161,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504130_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*1.9m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.8374,0.8819,0.8819,56.96,27.34,27.34,125,4.0323,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504131_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4A,2.2187,1.0912,1.0912,68.78,33.83,33.83,126,4.0645,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504131_2,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.4*2m 一件一箱 颜色->白色,ALL,AMAZON,C,T4B,1.2714,0.6103,0.6103,39.41,18.92,18.92,51,1.6452,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
DJ504132_1,EU AG 铁木悬浮床 2侧托盘 欧标USB排插 灯带 床垫1.6*2m 一件一箱 颜色->黑色,ALL,AMAZON,C,T4B,2.5949,1.0587,1.0587,80.44,32.82,32.82,100,3.2258,6 个月 · 全平台 · 全量 SKU · 2026-07-09,published
